BookID,Title,Author,Genre,Year,Copies
2000884,Unseen beyond Echoes,John Kulkarni,Poetry,2019,41
2000885,Timeless to Ashes,Sunil Iyengar,Young,2000,83
2000886,Final and Power,Emily Shakespeare,Autobiography,2004,79
1900887,Lost in Truth,Haruki Woolf,Physics,1933,89
2000888,Crimson under Empire,Fyodor Bradbury,Psychology,2024,95
1900889,Midnight from Voices,Kavita Singh,Romance,1903,10
1900890,Cursed from Light,Paulo Vonnegut,Business,1935,75
1900891,Golden in Kingdom,Rajesh Gaiman,Autobiography,1931,2
1900892,Fallen under Time,Franz Coelho,Biology,1949,90
1900893,Forgotten from Darkness,Mahesh Malhotra,Children,1955,90
1900894,Unseen to Shadows,Neil Iyengar,Drama,1906,22
2000895,Twisted over Journey,George ConanDoyle,Physics,2002,92
1900896,Timeless in Mirror, Verma,Politics,1934,32
1900897,Burning beyond Myth,Isaac Singh,Technology,1962,17
1900898,Fallen and Dreams,Ray Verma,Mystery,1972,85
1900899,Hollow and Journey,Vikas Mehta,Non-Fiction,1992,92
1900900,Fallen beyond Blood,Oscar Morrison,Fantasy,1934,82
1900901,Silent from Echoes,Emily Gaiman,Historical,1927,65
1900902,Midnight in Horizon,Charles Christie,Horror,1994,20
1900903,Eternal beyond Storm,Rahul Menon,Chemistry,1939,90
1900904,Shattered to Blood,Isaac Joyce,Sociology,1978,88
1900905,Lonely from Legacy,Gabriel Bradbury,Drama,1930,67
1900906,Dark beyond Silence,Priya Wilde,Adventure,1911,31
1900907,Shattered in Time,Priya Gupta,Physics,1956,94
1900908,Eternal from Kingdom,Suresh Patel,Politics,1912,45
1900909,Fallen to Truth,Anita Dickens,Mystery,1993,6
1900910,Sacred in Darkness,Deepak Sharma,Drama,1980,77
1900911,Restless and Worlds,Neil Twain,Romance,1975,64
1900912,Wandering under Blood,Virginia Shakespeare,Science Fiction,1902,11
1900913,Lonely within Chronicle,Kurt Steinbeck,Philosophy,1953,52
1900914,Dark from Night,Sanjay Reddy,Self Help,1905,39
1900915,Eternal between Echoes,Pooja Murakami,Programming,1997,12
1900916,Infinite in Mirror,Amit Marquez,Fantasy,1939,88
1900917,Dark in Ashes,Aditya Verma,Thriller,1975,96
1900918,Burning within Dreams,James Kapoor,Economics,1959,49
1900919,Shattered beyond Light,Paulo Austen,Young,1967,5
1900920,Eternal over Truth,Priya Kafka,Technology,1954,37
1900921,Wandering under Night,Haruki Wilde,Business,1915,81
1900922,Forgotten between Night,Agatha Bronte,Fantasy,1986,59
1900923,Wandering over Storm,Ananya King,Politics,1906,64
1900924,Shattered from Storm,Herman Shetty,Psychology,1953,70
1900925,Golden from Memory,Anand Kapoor,Biology,1955,68
2000926,Golden and Fire,Ernest Pawar,Psychology,2023,41
1900927,Lost within Worlds,Aldous Murakami,Physics,1902,61
2000928,Midnight from Worlds,Agatha Bhat,Non-Fiction,2010,18
1900929,Silent beyond Blood,William Dostoevsky,Business,1963,41
1900930,Cursed of Time,Rahul Morrison,Non-Fiction,1929,87
1900931,Shattered in Truth,Paulo Joyce,Fiction,1987,88
2000932,Ancient under Time,Agatha Rao,Romance,2017,67
2000933,Shattered beyond Silence,Jorge Hemingway,Fiction,2007,35
2000934,Golden beyond Voices,Herman LeGuin,Biology,2012,8
2000935,Fallen beyond Horizon,Kavita Das,Biography,2012,24
1900936,Unseen and Light,Neil Ghosh,Horror,1938,87
1900937,Twisted of Horizon,Leo Shetty,Non-Fiction,1978,8
2000938,Timeless between Mirror,Ashok Banerjee,Biography,2019,69
1900939,Eternal beyond Legacy,Arthur Gupta,Non-Fiction,1902,3
1900940,Fading of Hope,James King,Historical,1938,71
1900941,Wandering and Legacy,Sanjay ConanDoyle,Chemistry,1958,66
2000942,Cursed within Echoes,John Kulkarni,Business,2021,22
1900943,Ancient within Truth,Fyodor Woolf,Politics,1901,75
1900944,Broken between Journey,Haruki Tolstoy,Adventure,1994,95
1900945,Infinite from Worlds,Ray Bose,Autobiography,1977,38
1900946,Ancient within Dreams,Neha Kafka,Young,1905,3
1900947,Timeless of Night,Anand Kafka,Biography,1950,13
1900948,Silent in Chronicle,Toni Shetty,Biography,1905,59
2000949,Shattered from Hope,Fyodor Dostoevsky,Sociology,2010,40
2000950,Timeless under Secrets,John Dickens,Adventure,2016,72
1900951,Ancient and Legacy,Mahesh ConanDoyle,Biography,1931,41
1900952,Hidden in Chronicle,Jane King,Poetry,1920,10
1900953,Golden in Journey,Rajesh Kumar,Historical,1975,40
2000954,Cursed under Fate,Amit Twain,Programming,2000,36
1900955,Silent in Memory,Arthur ConanDoyle,Autobiography,1925,2
1900956,Rising beyond Fire,Gabriel Shetty,Non-Fiction,1980,90
1900957,Broken and Voices,Jorge Bronte,Psychology,1989,25
1900958,Rising of Storm,Haruki Malhotra,Horror,1963,28
1900959,Distant and Echoes,James Huxley,Psychology,1956,98
1900960,Unseen of Empire,Ernest Mukherjee,Drama,1969,17
1900961,Restless under Voices,Sunil Sharma,Education,1985,37
1900962,Twisted within Stars,Priya Sharma,Drama,1952,96
1900963,Unseen to Legacy,Ishaan Mehta,Poetry,1999,43
1900964,Lonely and Mirror,Kavita Reddy,Thriller,1970,72
1900965,Fading and Memory,Amit Iyer,Fantasy,1972,2
1900966,Dark within Path,Jane Bhat,Horror,1958,80
1900967,Fallen in Fate,John Kafka,Biology,1965,42
2000968,Twisted from Path,Agatha Ghosh,Children,2013,83
2000969,Frozen from Truth,Ananya Murakami,Fiction,2024,69
1900970,Final over Journey,Jorge Gupta,Self Help,1917,100
1900971,Crimson under Empire,Suresh Bose,Biography,1967,87
1900972,Secret between Fate,Agatha Iyengar,Poetry,1938,33
1900973,Midnight between Power,Neil ConanDoyle,Technology,1911,70
1900974,Crimson to Path,Meera Khanna,Biology,1965,100
1900975,Timeless and Dreams,Priya Malhotra,Autobiography,1934,86
1900976,Lonely beyond Ashes,Oscar Iyer,Historical,1921,92
1900977,Lost within Storm,Ashok Borges,Programming,1977,60
1900978,Wandering of Empire,Leo Vonnegut,Psychology,1927,75
1900979,Sacred within Echoes,Haruki Iyengar,Biography,1998,70
1900980,Broken between Mirror,Ashok Hemingway,Children,1947,82
2000981,Dark under Empire,Kurt Bose,Fantasy,2009,45
1900982,Restless in Mirror,Sunil Orwell,Sociology,1953,42
1900983,Burning to Memory,Leo Kapoor,Drama,1976,57
1900984,Twisted from Empire,Mahesh Dostoevsky,Children,1951,12
1900985,Sacred under Stars,Rohan Joshi,Poetry,1985,51
2000986,Hollow and Time,Ursula Joshi,Romance,2012,69
2000987,Sacred of Secrets,Rohan Deshmukh,Historical,2015,13
1900988,Golden within Ashes,Ray Banerjee,Autobiography,1931,10
1900989,Wandering between Darkness,Ishaan Dostoevsky,Thriller,1963,59
2000990,Fading beyond Hope,Vivek Ghosh,Fiction,2015,12
1900991,Infinite from Memory,Charles Christie,Psychology,1947,31
1900992,Shattered over Dreams,Ray Woolf,Mystery,1968,59
1900993,Timeless under Shadows,William Shetty,Romance,1938,33
1900994,Cursed under Stars,Kavita Sharma,Horror,1947,78
1900995,Twisted over Hope,John King,Education,1934,19
1900996,Twisted within Stars,Manoj Christie,Mystery,1952,61
1900997,Golden under Echoes,John Huxley,Romance,1980,61
1900998,Crimson under Legacy,Aarav Marquez,Programming,1990,65
1900999,Silent in Legacy,Rohan Coelho,Young,1953,72
1901000,Midnight over Ashes,Priya Huxley,Young,1975,70
